Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 10, 2022","1,906.50","1,906.50","1,867.50","1,897.70","1,897.70",5
"Jun 09, 2022","1,924.00","1,924.00","1,906.20","1,906.20","1,906.20",2
"Jun 08, 2022","1,915.00","1,929.50","1,915.00","1,928.60","1,928.60",3
"Jun 07, 2022","1,955.70","1,955.70","1,955.70","1,955.70","1,955.70",-
"Jun 06, 2022","1,991.00","1,991.00","1,981.00","1,985.70","1,985.70",4
"Jun 03, 2022","2,045.00","2,045.00","1,975.40","1,975.40","1,975.40",6
"Jun 02, 2022","2,006.00","2,038.00","1,987.50","2,036.50","2,036.50",6
"Jun 01, 2022","1,998.50","1,998.50","1,983.00","1,991.80","1,991.80",11
"May 31, 2022","2,055.00","2,062.50","1,994.80","1,994.80","1,994.80",107
"May 27, 2022","2,007.50","2,053.50","1,995.00","2,044.70","2,044.70",498
